,Bostezo,perCLOS,IndicadorE,IndBostezo,Clase,ClaseTabla
526,0.1,0.5893702674283171,1,0.5,1,1
533,0.1,0.8563762344248774,0,0.0,0,0
534,0.1,0.6674467743899635,1,0.5,0,1
535,0.1,0.47184843757523387,1,0.5,1,1
536,0.1,0.8938155856090658,0,0.0,0,0
542,0.1,0.9243397113856069,0,0.0,0,0
543,0.1,0.8567667634504721,0,0.0,0,0
544,0.1,0.924163019781197,0,0.0,0,0
545,0.1,0.9253634319584435,0,0.0,0,0
546,0.1,0.9361392735096181,0,0.0,0,0
547,0.1,0.8665331977105512,0,0.0,0,0
548,0.1,0.9440225739688326,0,0.0,0,0
549,0.1,0.848212130904019,0,0.0,0,0
550,0.1,0.7707716053641409,1,0.5,0,1
551,0.1,0.8651860836040989,0,0.0,0,0
552,0.1,0.8687119579554279,0,0.0,0,0
553,0.1,0.8757735739539239,0,0.0,0,0
554,0.1,0.9273918985962556,0,0.0,0,0
555,0.1,0.9119616354009249,0,0.0,0,0
556,0.1,0.897017653502879,0,0.0,0,0
557,0.1,0.8883811356278851,0,0.0,0,0
558,0.1,0.8687387688766733,0,0.0,0,0
559,0.1,0.9352376055166376,0,0.0,0,0
560,0.1,0.8937887746878206,0,0.0,0,0
561,0.1,0.918420152574267,0,0.0,0,0
562,0.1,0.8676493887542348,0,0.0,0,0
563,0.1,0.4658298260322667,1,0.5,1,1
564,0.1,0.8088854019962838,0,0.0,0,0
565,0.1,0.8099747821187222,0,0.0,0,0
566,0.1,0.8730302168929249,0,0.0,0,0
567,0.1,0.9002465323179376,0,0.0,0,0
568,0.1,0.879529641347655,0,0.0,0,0
569,0.1,0.9172189808537954,0,0.0,0,0
570,0.1,0.8937887746878206,0,0.0,0,0
571,0.1,0.876783609615992,0,0.0,0,0
572,0.1,0.9416953631467548,0,0.0,0,0
573,0.1,0.8748126268406835,0,0.0,0,0
574,0.1,0.6231991056955525,1,0.5,1,1
575,0.1,0.8142930410562192,0,0.0,0,0
583,0.1,0.9104523930740289,0,0.0,0,0
584,0.1,0.914104568307434,0,0.0,0,0
585,0.1,0.9104523930740289,0,0.0,0,0
586,0.1,0.9345126291280671,0,0.0,0,0
587,0.1,0.9192474474916074,0,0.0,0,0
588,0.1,0.5467977017184602,1,0.5,1,1
589,0.1,0.4709349188925273,1,0.5,1,1
590,0.1,0.7421888662450895,1,0.5,0,1
591,0.1,0.7879916656110555,1,0.5,0,1
615,0.1,0.9108953419085857,0,0.0,0,0
616,0.1,0.8300836017604315,0,0.0,0,0
617,0.1,0.595349146222295,1,0.5,1,1
618,0.1,0.48901276698385354,1,0.5,1,1
619,0.1,0.6738126003605804,1,0.5,0,1
620,0.1,0.6696158773341332,1,0.5,0,1
621,0.1,0.7426921371344547,1,0.5,0,1
622,0.1,0.9343359375236571,0,0.0,0,0
623,0.1,0.9813408579896109,0,0.0,0,0
648,0.1,0.9463928137699253,0,0.0,0,0
649,0.1,0.9472324782760297,0,0.0,0,0
671,0.1,0.9358781228641846,0,0.0,0,0
672,0.1,0.9411354683170549,0,0.0,0,0
673,0.1,0.6260761093547333,1,0.5,1,1
674,0.1,0.7682330202190646,1,0.5,0,1
675,0.1,0.9320087267015792,0,0.0,0,0
676,0.1,0.6476178012828125,1,0.5,0,1
677,0.1,0.6826614506719186,1,0.5,0,1
678,0.1,0.877121038546315,0,0.0,0,0
679,0.1,1.0,0,0.0,0,0
680,0.1,1.0,0,0.0,0,0
681,0.1,0.4661450807129574,1,0.5,1,1
682,0.1,0.6325407978531045,1,0.5,1,1
683,0.1,0.6408087923844612,1,0.5,1,1
684,0.1,0.6400618541569472,1,0.5,1,1
685,0.1,0.5338634879930915,1,0.5,1,1
686,0.1,0.38154950689902845,1,0.5,1,1
687,0.1,0.6662384043701411,1,0.5,0,1
688,0.1,0.9485181316758086,0,0.0,0,0
689,0.1,0.9943645659024931,0,0.0,0,0
690,0.1,1.0,0,0.0,0,0
691,0.1,0.8563436573063932,0,0.0,0,0
692,0.1,0.7390920150887015,1,0.5,0,1
693,0.10152234677765604,0.9734575575303964,0,0.0,0,0
694,0.15815683593954905,0.9275027556346244,0,0.0,0,0
695,0.3072283282441052,0.9482613134295198,0,0.0,0,0
696,0.3403116530837059,0.9091396934227806,0,0.0,0,0
697,0.3411503743333975,0.6297954524868933,1,0.5,1,1
698,0.40870389646661665,0.4190938395321949,1,0.5,1,1
699,0.5046399160372749,0.7231297081181183,1,1.0,0,0
700,0.6634797255400576,0.7916653417493693,0,1.0,0,0
701,0.7374433499815163,0.7762811365442117,1,1.0,0,1
702,0.5404697822653314,0.8297791383815124,0,1.0,0,0
703,0.1,0.8710258967906377,0,0.0,0,0
704,0.1,0.8515094179976016,0,0.0,0,0
705,0.1,0.817328351323552,0,0.0,0,0
706,0.1,0.7864364471152134,1,0.5,0,1
707,0.12304882643666586,0.7806304377607555,1,0.5,0,1
708,0.2188573030175105,0.7525002731100586,1,0.5,0,1
709,0.12474747421462824,0.7953216639973741,0,0.0,0,0
710,0.10830184336396917,0.692614754791123,1,0.5,0,1
711,0.11091870973941978,0.641413122293141,1,0.5,1,1
712,0.20423718365986748,0.5171654837309091,1,0.5,1,1
713,0.22126075129068995,0.5756095267332684,1,0.5,1,1
714,0.28967875235463625,0.5878225556664229,1,0.5,1,1
715,0.18920967532033234,0.5172415167015749,1,0.5,1,1
716,0.31854400202441396,0.45433871887241023,1,0.5,1,1
717,0.3730598074976255,0.5133462518897816,1,0.5,1,1
718,0.3772905698970817,0.4783769153735168,1,0.5,1,1
719,0.17505109521388254,0.31502209744000437,1,0.5,1,1
720,0.43296525446716416,0.36828839538767,1,0.5,1,1
721,0.8966027734099662,0.583813620505253,1,1.0,1,0
722,0.9687324421086488,0.48763275827104524,1,1.0,1,0
723,1.004175936635052,0.7074403457596021,1,1.0,0,0
724,0.9274496896960489,0.5950486789110425,1,1.0,1,0
725,0.8957654071399253,0.63742529269193,1,1.0,1,0
726,0.9163488573423783,0.6606438270340204,1,1.0,0,0
727,0.8654277334895772,0.7242394450949379,1,1.0,0,0
728,0.8281717817922445,0.2602890232904396,1,1.0,1,0
729,0.7651127958684517,0.6315177085632063,1,1.0,1,0
730,0.6289571214179505,0.760635285585133,1,1.0,0,1
731,0.6081325046675274,0.7665439431819294,1,1.0,0,1
732,0.6276099038912374,0.7935834623104315,0,1.0,0,0
733,0.5441314529599683,0.3681609619682862,1,1.0,1,0
734,0.3891740073247393,0.7105395136339984,1,0.5,0,1
735,0.2732773909596828,0.8233321554593488,0,0.0,0,0
736,0.19216806632798586,0.9263213604579217,0,0.0,0,0
737,0.10954040556864701,0.8454950453337748,0,0.0,0,0
738,0.1,0.8111993408314936,0,0.0,0,0
739,0.1,0.79614266173199,0,0.0,0,0
740,0.1,0.8756791831674473,0,0.0,0,0
741,0.1,0.8002463976187835,0,0.0,0,0
742,0.1,0.753980490008569,1,0.5,0,1
743,0.1,0.992037355080415,0,0.0,0,0
744,0.1,0.885570282389185,0,0.0,0,0
745,0.1,0.9133495846911901,0,0.0,0,0
746,0.1,0.9463928137699253,0,0.0,0,0
747,0.1,0.9440225739688326,0,0.0,0,0
748,0.1,0.7497046328011658,1,0.5,0,1
749,0.1,0.8384537643717769,0,0.0,0,0
750,0.1,0.9597946103274442,0,0.0,0,0
751,0.1,1.0,0,0.0,0,0
752,0.1,0.9842709926204034,0,0.0,0,0
753,0.1,1.0,0,0.0,0,0
754,0.1,1.0,0,0.0,0,0
755,0.10802500286174448,1.0,0,0.0,0,0
756,0.12321194952716612,0.9492799194217032,0,0.0,0,0
757,0.1,0.9766864363454548,0,0.0,0,0
758,0.1,0.7079584348971538,1,0.5,0,1
759,0.1,0.8491779588733037,0,0.0,0,0
760,0.11586611069271091,0.9124479166982095,0,0.0,0,0
761,0.1,0.9193619137603047,0,0.0,0,0
762,0.1,0.8841869987777686,0,0.0,0,0
763,0.1,0.8986743051121036,0,0.0,0,0
764,0.1,0.9874378679485858,0,0.0,0,0
765,0.1,0.9811568019228787,0,0.0,0,0
766,0.1,0.961473939339653,0,0.0,0,0
767,0.1,0.9874378679485858,0,0.0,0,0
768,0.1,0.7540725237105785,1,0.5,0,1
769,0.1,0.792483211254156,0,0.0,0,0
770,0.1,0.8628435385898875,0,0.0,0,0
771,0.1,0.936717787370289,0,0.0,0,0
772,0.1,0.931417868997916,0,0.0,0,0
773,0.1,0.961473939339653,0,0.0,0,0
774,0.1,0.933929316162593,0,0.0,0,0
775,0.1,0.9811568019228787,0,0.0,0,0
776,0.1,0.5104126318056417,1,0.5,1,1
800,0.1,0.645957992535645,1,0.5,0,1
801,0.1,0.8101099607090552,0,0.0,0,0
802,0.1,0.792834438456561,0,0.0,0,0
803,0.10142331106475304,0.5434766085501062,1,0.5,1,1
804,0.1,0.6409107756655701,1,0.5,1,1
812,0.1,0.842423205706916,0,0.0,0,0
813,0.1,0.7297938148501716,1,0.5,0,1
814,0.1,0.6730915105574761,1,0.5,0,1
815,0.1,0.8480885787508653,0,0.0,0,0
828,0.1,1.0,0,0.0,0,0
829,0.1,0.9187553807212616,0,0.0,0,0
830,0.1,0.9101207058761316,0,0.0,0,0
831,0.1,0.9616579954063852,0,0.0,0,0
832,0.1,0.9606342748335486,0,0.0,0,0
833,0.1,0.9803171374167743,0,0.0,0,0
834,0.1,1.0,0,0.0,0,0
835,0.1,0.9937189339742929,0,0.0,0,0
836,0.1,0.9669153408592557,0,0.0,0,0
837,0.1,0.9937189339742929,0,0.0,0,0
838,0.1,0.9811568019228787,0,0.0,0,0
839,0.1,0.9811568019228787,0,0.0,0,0
840,0.1,0.895442751626381,0,0.0,0,0
841,0.1,0.8676225778329896,0,0.0,0,0
842,0.1,0.7091730307497593,1,0.5,0,1
843,0.1,0.6254784135562153,1,0.5,1,1
844,0.1,0.8446623250498089,0,0.0,0,0
854,0.1,0.8603849775832064,0,0.0,0,0
855,0.1,0.9411354683170551,0,0.0,0,0
856,0.1,0.871043417079726,0,0.0,0,0
857,0.1,0.9172189808537954,0,0.0,0,0
858,0.1,0.6448168808961942,1,0.5,1,1
859,0.1,0.7756777594044305,1,0.5,0,1
860,0.1,0.9023860310105576,0,0.0,0,0
861,0.1,0.8763007625325965,0,0.0,0,0
862,0.1,0.9238541896315475,0,0.0,0,0
863,0.1,0.9258890180881487,0,0.0,0,0
864,0.1,0.9595947224360966,0,0.0,0,0
865,0.1,0.6797369685656098,1,0.5,0,1
866,0.1,0.682798559646811,1,0.5,0,1
867,0.1,0.8101099607090552,0,0.0,0,0
868,0.1,0.8715931682774238,0,0.0,0,0
869,0.1,0.4548694449545822,1,0.5,1,1
870,0.1,0.4852344056506177,1,0.5,1,1
871,0.1,0.9813408579896109,0,0.0,0,0
872,0.1,0.6544594461877302,1,0.5,0,1
873,0.1,0.7504331586246191,1,0.5,0,1
874,0.1,0.9198073423213071,0,0.0,0,0
875,0.1,1.0,0,0.0,0,0
876,0.1,0.9557000835129879,0,0.0,0,0
877,0.1,0.5407363356667338,1,0.5,1,1
878,0.1,0.6443729135265546,1,0.5,1,1
879,0.1,0.997672789177922,0,0.0,0,0
880,0.1,0.9734575575303964,0,0.0,0,0
881,0.1,0.9781119791745525,0,0.0,0,0
882,0.1,0.9813408579896109,0,0.0,0,0
883,0.1,0.9626817159792218,0,0.0,0,0
884,0.1,0.997672789177922,0,0.0,0,0
885,0.1,0.8700540937392937,0,0.0,0,0
886,0.1,0.9401117477442182,0,0.0,0,0
887,0.1,0.9277336717595362,0,0.0,0,0
888,0.1,0.9626817159792218,0,0.0,0,0
889,0.1,0.934854402291348,0,0.0,0,0
890,0.1,0.9674333097509779,0,0.0,0,0
891,0.1,0.9255407307279224,0,0.0,0,0
892,0.1,0.9461909208537305,0,0.0,0,0
893,0.1,0.6152503148115025,1,0.5,1,1
894,0.1,0.5962867288947235,1,0.5,1,1
895,0.1,0.8319578986263891,0,0.0,0,0
896,0.1,0.7916653417493693,0,0.0,0,0
897,0.1,0.812423899544265,0,0.0,0,0
898,0.1,0.8862023753830082,0,0.0,0,0
899,0.1,0.8883811356278851,0,0.0,0,0
900,0.1,0.7906140697422016,0,0.0,0,0
901,0.1,0.7136817778819549,1,0.5,0,1
902,0.1,0.7906140697422016,0,0.0,0,0
903,0.1,0.8524068376883622,0,0.0,0,0
904,0.1,0.5692601210883372,1,0.5,1,1
905,0.1,0.7357563306017969,1,0.5,0,1
922,0.1,0.7867671068982842,1,0.5,0,1
923,0.1,0.8101480688243259,0,0.0,0,0
924,0.1,0.8480885787508653,0,0.0,0,0
925,0.1,0.8088854019962838,0,0.0,0,0
926,0.1,0.8677577564233223,0,0.0,0,0
927,0.1,0.8676225778329896,0,0.0,0,0
928,0.1,0.7122167888592295,1,0.5,0,1
929,0.1,0.5186397449498178,1,0.5,1,1
930,0.1,0.8490427802829709,0,0.0,0,0
931,0.1,0.8851129952605697,0,0.0,0,0
932,0.1,0.8883811356278851,0,0.0,0,0
933,0.1,0.8284194010784081,0,0.0,0,0
934,0.1,0.9133495846911901,0,0.0,0,0
935,0.1,0.8468640200380941,0,0.0,0,0
936,0.1,0.881101868553489,0,0.0,0,0
953,0.1,0.9482561988488666,0,0.0,0,0
954,0.1,0.9091889960178443,0,0.0,0,0
955,0.1,0.9119616354009249,0,0.0,0,0
956,0.1,0.924877910204384,0,0.0,0,0
957,0.1,0.9059601172027859,0,0.0,0,0
985,0.1,0.8360366529521777,0,0.0,0,0
986,0.1,0.7599194736216991,1,0.5,0,1
987,0.1,0.9497959943323577,0,0.0,0,0
988,0.1,1.0,0,0.0,0,0
1095,0.8520676993859555,0.751649483416547,1,1.0,0,1
1096,0.9321742326208995,0.8929139176160852,0,1.0,0,0
1097,0.9357476689188811,0.9100814443238747,0,1.0,0,0
1098,0.8516041575267528,0.9154471574458327,0,1.0,0,0
1099,0.8190388050076898,0.909395729487561,0,1.0,0,0
1100,0.6809875669965529,0.9562239583491048,0,1.0,0,0
