,Bostezo,perCLOS,IndicadorE,IndBostezo
120,0.1,0.973714375776685,0,0.0
121,0.1,0.9930183675337659,0,0.0
122,0.1,0.5085918428205758,1,0.5
123,0.1,0.8099747821187224,0,0.0
124,0.1,0.9658600985261876,0,0.0
125,0.1,0.997672789177922,0,0.0
126,0.1,0.8795653768265417,0,0.0
127,0.1,0.9147068427593137,0,0.0
128,0.1,1.0,0,0.0
129,0.1,1.0,0,0.0
130,0.1,1.0,0,0.0
131,0.1,1.0,0,0.0
132,0.1,1.0,0,0.0
133,0.1,0.7329670891868367,1,0.5
134,0.1,0.9234592670783448,0,0.0
135,0.1,0.9887291318049861,0,0.0
136,0.1,0.9680789416791781,0,0.0
137,0.1,0.9943645659024931,0,0.0
138,0.1,0.997672789177922,0,0.0
139,0.1,1.0,0,0.0
140,0.1,1.0,0,0.0
141,0.1,1.0,0,0.0
142,0.1,1.0,0,0.0
143,0.1,0.9418364572885111,0,0.0
144,0.1,0.7017432213326777,1,0.5
145,0.10729845196072581,0.9933835534491422,0,0.0
146,0.1,0.9832899801670525,0,0.0
147,0.1219175972273554,0.36021650503531794,1,0.5
148,0.18562263321446368,0.7772962083816793,1,0.5
149,0.1,0.9364754362162773,0,0.0
150,0.10340954373301112,0.9285921357570628,0,0.0
151,0.10485492397257393,0.9930183675337659,0,0.0
152,0.1,0.997672789177922,0,0.0
153,0.1,1.0,0,0.0
154,0.1,0.9953455783558439,0,0.0
155,0.1,0.7258074489476279,1,0.5
156,0.1,0.7190180223564222,1,0.5
157,0.1,0.8676225778329896,0,0.0
158,0.1,0.9352376055166378,0,0.0
159,0.16998396452515918,0.7179752529044265,1,0.5
160,0.29541488602741495,0.3832899801670524,1,0.5
161,0.34600563609519447,0.5501126215099497,1,0.5
162,0.4303802954603297,0.8355761127591232,0,0.0
163,0.5617597603115947,0.9102691564533327,0,1.0
164,0.6532184949687778,0.8894705157503235,0,1.0
165,0.7040940605088176,0.9287005034261503,0,1.0
166,0.6560653747019558,0.8871833878363592,0,1.0
167,0.4794178529224273,0.917951472796221,0,0.0
168,0.19841228917249626,0.9482613134295198,0,0.0
169,0.14703706157584506,0.9667327433104509,0,0.0
170,0.38634210617243897,0.9514901922445784,0,0.0
171,0.4338873300312872,0.6644262325044379,1,0.5
172,0.5041579123758213,0.5786953606290011,1,1.0
173,0.5729302264049865,0.8296439597911794,0,1.0
174,0.5844056376434974,0.8862023753830082,0,1.0
175,0.4591634417157079,0.41201442426743934,1,0.5
176,0.23912831656200542,0.8271948423656369,0,0.0
177,0.10161985665573854,0.9165784635062486,0,0.0
178,0.18258212809698252,0.6285100347259001,1,0.5
179,0.1393523886677704,0.6712692566916026,1,0.5
180,0.1,0.8218994471526262,0,0.0
181,0.1,0.8948388932580021,0,0.0
182,0.1,0.9296815158795011,0,0.0
183,0.1,0.6823836887965375,1,0.5
184,0.1,0.8372211681128121,0,0.0
185,0.1,0.9943645659024931,0,0.0
186,0.1,0.9910563426270642,0,0.0
187,0.1,0.9953455783558439,0,0.0
188,0.1,0.9906911567116878,0,0.0
189,0.1,1.0,0,0.0
190,0.1,0.997672789177922,0,0.0
191,0.1,0.9930183675337659,0,0.0
192,0.1,0.992037355080415,0,0.0
193,0.1,0.9953455783558439,0,0.0
194,0.1,0.997672789177922,0,0.0
195,0.1,0.9757847683524744,0,0.0
196,0.1,0.9953455783558439,0,0.0
197,0.1,0.6643017820933976,1,0.5
198,0.1,0.7320211451220193,1,0.5
199,0.1,0.9701493342549675,0,0.0
200,0.1,0.9561446138887344,0,0.0
201,0.10058839819140572,0.9069609331779038,0,0.0
